video_id,model_name,technique_name,rag_enabled,pred_count,true_positives,false_positives,gt_count,json_valid,pred_total_kcal,gt_total_kcal
C0suZXkxaBG,Gemma-SEA-LION v4 4B,few-shot,false,9,144,0,16,true,881.0,11451.59998369217
C0suZXkxaBG,Gemma-SEA-LION v4 4B,structured-output,false,10,160,0,16,true,578.7,12723.999981880188
C0suZXkxaBG,Llama 3.2 3B Instruct,few-shot,false,11,176,0,16,true,1650.0,13996.399980068207
C0suZXkxaBG,Llama 3.2 3B Instruct,structured-output,false,12,192,0,16,true,643.7,15268.799978256226
C0suZXkxaBG,Llama 3.2 3B Instruct,zero-shot,false,14,224,0,16,true,1250.0,17813.599974632263
C0suZXkxaBG,MedGemma 4B,few-shot,false,11,176,0,16,true,2270.0,13996.399980068207
C0suZXkxaBG,MedGemma 4B,structured-output,false,10,160,0,16,true,1238.5,12723.999981880188
C0suZXkxaBG,MedGemma 4B,zero-shot,false,7,112,0,16,true,543.2,8906.799987316132
C0suZXkxaBG,Phi-4-mini 3.8B Instruct,few-shot,false,8,128,0,16,true,454.0,10179.19998550415
C0suZXkxaBG,Phi-4-mini 3.8B Instruct,structured-output,false,11,176,0,16,true,948.0,13996.399980068207
C0suZXkxaBG,Phi-4-mini 3.8B Instruct,zero-shot,false,10,160,0,16,true,492.1,12723.999981880188
C0suZXkxaBG,Qwen 2.5 3B Instruct,few-shot,false,11,176,0,16,true,1234.0,13996.399980068207
C0suZXkxaBG,Qwen 2.5 3B Instruct,structured-output,false,10,160,0,16,true,1044.0,12723.999981880188
C0suZXkxaBG,Qwen 2.5 3B Instruct,zero-shot,false,16,256,0,16,true,1318.0,20358.3999710083
C3tobkQJ2nA,Gemma-SEA-LION v4 4B,chain-of-thought,false,4,24,0,6,true,1200.0,7490.800109863281
C3tobkQJ2nA,Gemma-SEA-LION v4 4B,few-shot,false,6,36,0,6,true,1783.0,11236.200164794922
C3tobkQJ2nA,Gemma-SEA-LION v4 4B,zero-shot,false,5,30,0,6,true,3455.5,9363.500137329102
C3tobkQJ2nA,Llama 3.2 3B Instruct,chain-of-thought,false,5,30,0,6,true,3046.0,9363.500137329102
C3tobkQJ2nA,Llama 3.2 3B Instruct,few-shot,false,5,30,0,6,true,1678.0,9363.500137329102
C3tobkQJ2nA,Llama 3.2 3B Instruct,structured-output,false,6,36,0,6,true,2300.0,11236.200164794922
C3tobkQJ2nA,Llama 3.2 3B Instruct,zero-shot,false,6,36,0,6,true,0.0,11236.200164794922
C3tobkQJ2nA,MedGemma 4B,chain-of-thought,false,2,12,0,6,true,1636.0,3745.4000549316406
C3tobkQJ2nA,MedGemma 4B,few-shot,false,5,30,0,6,true,4450.0,9363.500137329102
C3tobkQJ2nA,MedGemma 4B,structured-output,false,5,30,0,6,true,994.0,9363.500137329102
C3tobkQJ2nA,MedGemma 4B,zero-shot,false,5,30,0,6,true,1526.4,9363.500137329102
C3tobkQJ2nA,Phi-4-mini 3.8B Instruct,few-shot,false,5,30,0,6,true,1418.0,9363.500137329102
C3tobkQJ2nA,Phi-4-mini 3.8B Instruct,structured-output,false,5,30,0,6,true,1687.3,9363.500137329102
C3tobkQJ2nA,Phi-4-mini 3.8B Instruct,zero-shot,false,5,30,0,6,true,395.0,9363.500137329102
C3tobkQJ2nA,Qwen 2.5 3B Instruct,few-shot,false,5,30,0,6,true,1226.5,9363.500137329102
C3tobkQJ2nA,Qwen 2.5 3B Instruct,zero-shot,false,5,30,0,6,true,2545.0,9363.500137329102
C67f7RfyFAV,Gemma-SEA-LION v4 4B,chain-of-thought,false,1,10,0,10,true,414.0,1007.3000030517578
C67f7RfyFAV,Gemma-SEA-LION v4 4B,few-shot,false,9,90,0,10,true,1923.0,9065.70002746582
C67f7RfyFAV,Gemma-SEA-LION v4 4B,structured-output,false,8,80,0,10,true,596.0,8058.4000244140625
C67f7RfyFAV,Llama 3.2 3B Instruct,few-shot,false,8,80,0,10,true,1377.0,8058.4000244140625
C67f7RfyFAV,Llama 3.2 3B Instruct,structured-output,false,8,80,0,10,true,429.0,8058.4000244140625
C67f7RfyFAV,Llama 3.2 3B Instruct,zero-shot,false,8,80,0,10,true,451.0,8058.4000244140625
C67f7RfyFAV,MedGemma 4B,few-shot,false,9,90,0,10,true,1432.8,9065.70002746582
C67f7RfyFAV,MedGemma 4B,structured-output,false,9,90,0,10,true,480.0,9065.70002746582
C67f7RfyFAV,MedGemma 4B,zero-shot,false,7,70,0,10,true,550.0,7051.100021362305
C67f7RfyFAV,Phi-4-mini 3.8B Instruct,chain-of-thought,false,1,10,0,10,true,136.0,1007.3000030517578
C67f7RfyFAV,Phi-4-mini 3.8B Instruct,few-shot,false,8,80,0,10,true,933.0,8058.4000244140625
C67f7RfyFAV,Phi-4-mini 3.8B Instruct,structured-output,false,6,60,0,10,true,779.6,6043.800018310547
C67f7RfyFAV,Phi-4-mini 3.8B Instruct,zero-shot,false,7,70,0,10,true,480.5,7051.100021362305
C67f7RfyFAV,Qwen 2.5 3B Instruct,few-shot,false,7,70,0,10,true,580.0,7051.100021362305
C6I4GVsLgnf,Gemma-SEA-LION v4 4B,chain-of-thought,false,4,16,0,4,true,1004.8,1909.2000122070312
C6I4GVsLgnf,Gemma-SEA-LION v4 4B,few-shot,false,4,16,0,4,true,1111.0,1909.2000122070312
C6I4GVsLgnf,Gemma-SEA-LION v4 4B,zero-shot,false,4,16,0,4,true,461.0,1909.2000122070312
C6I4GVsLgnf,Llama 3.2 3B Instruct,chain-of-thought,false,4,16,0,4,true,951.4,1909.2000122070312
C6I4GVsLgnf,Llama 3.2 3B Instruct,few-shot,false,4,16,0,4,true,1982.0,1909.2000122070312
C6I4GVsLgnf,Llama 3.2 3B Instruct,structured-output,false,4,16,0,4,true,3360.0,1909.2000122070312
C6I4GVsLgnf,Llama 3.2 3B Instruct,zero-shot,false,4,16,0,4,true,2885.4,1909.2000122070312
C6I4GVsLgnf,MedGemma 4B,chain-of-thought,false,4,16,0,4,true,1350.0,1909.2000122070312
C6I4GVsLgnf,MedGemma 4B,few-shot,false,4,16,0,4,true,724.0,1909.2000122070312
C6I4GVsLgnf,MedGemma 4B,structured-output,false,4,16,0,4,true,1155.0,1909.2000122070312
C6I4GVsLgnf,MedGemma 4B,zero-shot,false,4,16,0,4,true,1180.0,1909.2000122070312
C6I4GVsLgnf,Phi-4-mini 3.8B Instruct,few-shot,false,4,16,0,4,true,1032.0,1909.2000122070312
C6I4GVsLgnf,Phi-4-mini 3.8B Instruct,structured-output,false,4,16,0,4,true,3084.0,1909.2000122070312
C6I4GVsLgnf,Phi-4-mini 3.8B Instruct,zero-shot,false,4,16,0,4,true,659.0,1909.2000122070312
C6I4GVsLgnf,Qwen 2.5 3B Instruct,chain-of-thought,false,4,16,0,4,true,700.0,1909.2000122070312
C6I4GVsLgnf,Qwen 2.5 3B Instruct,few-shot,false,4,16,0,4,true,828.0,1909.2000122070312
C6I4GVsLgnf,Qwen 2.5 3B Instruct,structured-output,false,4,16,0,4,true,534.1,1909.2000122070312
C6I4GVsLgnf,Qwen 2.5 3B Instruct,zero-shot,false,4,16,0,4,true,179.0,1909.2000122070312
C6uo2tySRev,Gemma-SEA-LION v4 4B,chain-of-thought,false,3,24,0,8,true,310.0,7196.400146484375
C6uo2tySRev,Gemma-SEA-LION v4 4B,few-shot,false,6,48,0,8,true,366.0,14392.80029296875
C6uo2tySRev,Llama 3.2 3B Instruct,few-shot,false,6,48,0,8,true,398.0,14392.80029296875
C6uo2tySRev,Llama 3.2 3B Instruct,structured-output,false,5,40,0,8,true,419.0,11994.000244140625
C6uo2tySRev,MedGemma 4B,chain-of-thought,false,1,8,0,8,true,200.0,2398.800048828125
C6uo2tySRev,MedGemma 4B,few-shot,false,5,40,0,8,true,380.0,11994.000244140625
C6uo2tySRev,MedGemma 4B,structured-output,false,4,32,0,8,true,330.0,9595.2001953125
C6uo2tySRev,MedGemma 4B,zero-shot,false,7,56,0,8,true,409.4,16791.600341796875
C6uo2tySRev,Phi-4-mini 3.8B Instruct,chain-of-thought,false,7,56,0,8,true,129.6,16791.600341796875
C6uo2tySRev,Phi-4-mini 3.8B Instruct,few-shot,false,6,48,0,8,true,4429.6,14392.80029296875
C6uo2tySRev,Phi-4-mini 3.8B Instruct,structured-output,false,3,24,0,8,true,300.0,7196.400146484375
C6uo2tySRev,Phi-4-mini 3.8B Instruct,zero-shot,false,6,48,0,8,true,305.0,14392.80029296875
C6uo2tySRev,Qwen 2.5 3B Instruct,few-shot,false,6,48,0,8,true,6676.0,14392.80029296875
C6uo2tySRev,Qwen 2.5 3B Instruct,structured-output,false,5,40,0,8,true,1560.0,11994.000244140625
C6uo2tySRev,Qwen 2.5 3B Instruct,zero-shot,false,5,40,0,8,true,1210.0,11994.000244140625
C7F03BqSAng,Gemma-SEA-LION v4 4B,chain-of-thought,false,8,64,0,8,true,3285.3,23364.0
C7F03BqSAng,Gemma-SEA-LION v4 4B,few-shot,false,8,64,0,8,true,1209.0,23364.0
C7F03BqSAng,Gemma-SEA-LION v4 4B,structured-output,false,7,56,0,8,true,445.0,20443.5
C7F03BqSAng,Gemma-SEA-LION v4 4B,zero-shot,false,8,64,0,8,true,5264.0,23364.0
C7F03BqSAng,Llama 3.2 3B Instruct,few-shot,false,8,64,0,8,true,931.0,23364.0
C7F03BqSAng,Llama 3.2 3B Instruct,structured-output,false,8,64,0,8,true,1000.1,23364.0
C7F03BqSAng,Llama 3.2 3B Instruct,zero-shot,false,8,64,0,8,true,1895.0,23364.0
C7F03BqSAng,MedGemma 4B,chain-of-thought,false,10,80,0,8,true,891.0,29205.0
C7F03BqSAng,MedGemma 4B,few-shot,false,8,64,0,8,true,1794.0,23364.0
C7F03BqSAng,MedGemma 4B,structured-output,false,1,8,0,8,true,579.7,2920.5
C7F03BqSAng,MedGemma 4B,zero-shot,false,9,72,0,8,true,6613.2,26284.5
C7F03BqSAng,Phi-4-mini 3.8B Instruct,chain-of-thought,false,8,64,0,8,true,0.0,23364.0
C7F03BqSAng,Phi-4-mini 3.8B Instruct,few-shot,false,8,64,0,8,true,650.0,23364.0
C7F03BqSAng,Phi-4-mini 3.8B Instruct,structured-output,false,8,64,0,8,true,1046.5,23364.0
C7F03BqSAng,Phi-4-mini 3.8B Instruct,zero-shot,false,8,64,0,8,true,1922.0,23364.0
C7F03BqSAng,Qwen 2.5 3B Instruct,few-shot,false,8,64,0,8,true,950.0,23364.0
C7F03BqSAng,Qwen 2.5 3B Instruct,zero-shot,false,8,64,0,8,true,3145.0,23364.0
C7kt-JZyx8J,Gemma-SEA-LION v4 4B,chain-of-thought,false,8,104,0,13,true,485.0,15953.600021362305
C7kt-JZyx8J,Gemma-SEA-LION v4 4B,few-shot,false,8,104,0,13,true,415.0,15953.600021362305
C7kt-JZyx8J,Gemma-SEA-LION v4 4B,structured-output,false,6,78,0,13,true,351.0,11965.200016021729
C7kt-JZyx8J,Gemma-SEA-LION v4 4B,zero-shot,false,10,130,0,13,true,24.0,19942.00002670288
C7kt-JZyx8J,Llama 3.2 3B Instruct,chain-of-thought,false,10,130,0,13,true,259.3,19942.00002670288
C7kt-JZyx8J,Llama 3.2 3B Instruct,few-shot,false,10,130,0,13,true,870.0,19942.00002670288
C7kt-JZyx8J,Llama 3.2 3B Instruct,structured-output,false,8,104,0,13,true,539.2,15953.600021362305
C7kt-JZyx8J,Llama 3.2 3B Instruct,zero-shot,false,11,143,0,13,true,175.1,21936.20002937317
C7kt-JZyx8J,MedGemma 4B,chain-of-thought,false,23,299,0,13,true,717.0,45866.600061416626
C7kt-JZyx8J,MedGemma 4B,few-shot,false,9,117,0,13,true,639.0,17947.800024032593
C7kt-JZyx8J,MedGemma 4B,structured-output,false,10,130,0,13,true,362.8,19942.00002670288
C7kt-JZyx8J,Phi-4-mini 3.8B Instruct,chain-of-thought,false,11,143,0,13,true,1227.0,21936.20002937317
C7kt-JZyx8J,Phi-4-mini 3.8B Instruct,few-shot,false,9,117,0,13,true,385.2,17947.800024032593
C7kt-JZyx8J,Phi-4-mini 3.8B Instruct,structured-output,false,9,117,0,13,true,406.0,17947.800024032593
C7kt-JZyx8J,Phi-4-mini 3.8B Instruct,zero-shot,false,10,130,0,13,true,519.0,19942.00002670288
C7kt-JZyx8J,Qwen 2.5 3B Instruct,chain-of-thought,false,9,117,0,13,true,1398.0,17947.800024032593
C7kt-JZyx8J,Qwen 2.5 3B Instruct,few-shot,false,9,117,0,13,true,258.0,17947.800024032593
C7kt-JZyx8J,Qwen 2.5 3B Instruct,structured-output,false,9,117,0,13,true,315.0,17947.800024032593
C7kt-JZyx8J,Qwen 2.5 3B Instruct,zero-shot,false,6,78,0,13,true,230.0,11965.200016021729
C8f7YMXS75g,Gemma-SEA-LION v4 4B,chain-of-thought,false,4,16,0,4,true,639.0,724.0
C8f7YMXS75g,Gemma-SEA-LION v4 4B,few-shot,false,5,20,0,4,true,4807.0,905.0
C8f7YMXS75g,Gemma-SEA-LION v4 4B,structured-output,false,4,16,0,4,true,15.6,724.0
C8f7YMXS75g,Gemma-SEA-LION v4 4B,zero-shot,false,4,16,0,4,true,891.2,724.0
C8f7YMXS75g,Llama 3.2 3B Instruct,chain-of-thought,false,4,16,0,4,true,70.0,724.0
C8f7YMXS75g,Llama 3.2 3B Instruct,few-shot,false,4,16,0,4,true,212.0,724.0
C8f7YMXS75g,Llama 3.2 3B Instruct,structured-output,false,6,24,0,4,true,1454.0,1086.0
C8f7YMXS75g,Llama 3.2 3B Instruct,zero-shot,false,4,16,0,4,true,559.8,724.0
C8f7YMXS75g,MedGemma 4B,chain-of-thought,false,4,16,0,4,true,-558.8,724.0
C8f7YMXS75g,MedGemma 4B,few-shot,false,6,24,0,4,true,769.0,1086.0
C8f7YMXS75g,MedGemma 4B,structured-output,false,3,12,0,4,true,40.0,543.0
C8f7YMXS75g,MedGemma 4B,zero-shot,false,5,20,0,4,true,215.0,905.0
C8f7YMXS75g,Phi-4-mini 3.8B Instruct,chain-of-thought,false,5,20,0,4,true,0.0,905.0
C8f7YMXS75g,Phi-4-mini 3.8B Instruct,few-shot,false,6,24,0,4,true,843.9,1086.0
C8f7YMXS75g,Phi-4-mini 3.8B Instruct,structured-output,false,4,16,0,4,true,660.0,724.0
C8f7YMXS75g,Phi-4-mini 3.8B Instruct,zero-shot,false,5,20,0,4,true,503.8,905.0
C8f7YMXS75g,Qwen 2.5 3B Instruct,few-shot,false,5,20,0,4,true,1488.0,905.0
C8f7YMXS75g,Qwen 2.5 3B Instruct,structured-output,false,4,16,0,4,true,158.0,724.0
C8f7YMXS75g,Qwen 2.5 3B Instruct,zero-shot,false,4,16,0,4,true,1432.0,724.0
C9YrfhUS2lK,Gemma-SEA-LION v4 4B,chain-of-thought,false,5,35,0,7,true,395.0,3492.000000476837
C9YrfhUS2lK,Gemma-SEA-LION v4 4B,few-shot,false,7,49,0,7,true,700.0,4888.800000667572
C9YrfhUS2lK,Gemma-SEA-LION v4 4B,structured-output,false,7,49,0,7,true,659.0,4888.800000667572
C9YrfhUS2lK,Gemma-SEA-LION v4 4B,zero-shot,false,7,49,0,7,true,405.0,4888.800000667572
C9YrfhUS2lK,Llama 3.2 3B Instruct,few-shot,false,7,49,0,7,true,355.0,4888.800000667572
C9YrfhUS2lK,Llama 3.2 3B Instruct,structured-output,false,7,49,0,7,true,885.0,4888.800000667572
C9YrfhUS2lK,Llama 3.2 3B Instruct,zero-shot,false,7,49,0,7,true,335.0,4888.800000667572
C9YrfhUS2lK,MedGemma 4B,chain-of-thought,false,7,49,0,7,true,1635.0,4888.800000667572
C9YrfhUS2lK,MedGemma 4B,few-shot,false,8,56,0,7,true,835.0,5587.200000762939
C9YrfhUS2lK,MedGemma 4B,zero-shot,false,7,49,0,7,true,2978.0,4888.800000667572
C9YrfhUS2lK,Phi-4-mini 3.8B Instruct,chain-of-thought,false,7,49,0,7,true,575.0,4888.800000667572
C9YrfhUS2lK,Phi-4-mini 3.8B Instruct,few-shot,false,7,49,0,7,true,550.0,4888.800000667572
C9YrfhUS2lK,Phi-4-mini 3.8B Instruct,structured-output,false,7,49,0,7,true,987.3,4888.800000667572
C9YrfhUS2lK,Phi-4-mini 3.8B Instruct,zero-shot,false,5,35,0,7,true,680.0,3492.000000476837
C9YrfhUS2lK,Qwen 2.5 3B Instruct,chain-of-thought,false,7,49,0,7,true,521.0,4888.800000667572
C9YrfhUS2lK,Qwen 2.5 3B Instruct,few-shot,false,7,49,0,7,true,686.0,4888.800000667572
C9YrfhUS2lK,Qwen 2.5 3B Instruct,zero-shot,false,7,49,0,7,true,3090.0,4888.800000667572
CrGk9SDpNHM,Gemma-SEA-LION v4 4B,zero-shot,false,18,378,0,21,true,1027.6,24006.600048065186
CrGk9SDpNHM,Llama 3.2 3B Instruct,chain-of-thought,false,11,231,0,21,true,1932.4,14670.700029373169
CrGk9SDpNHM,Llama 3.2 3B Instruct,few-shot,false,14,294,0,21,true,660.0,18671.800037384033
CrGk9SDpNHM,Llama 3.2 3B Instruct,structured-output,false,15,315,0,21,true,3901.5,20005.50004005432
CrGk9SDpNHM,Llama 3.2 3B Instruct,zero-shot,false,13,273,0,21,true,452.3,17338.100034713745
CrGk9SDpNHM,MedGemma 4B,chain-of-thought,false,15,315,0,21,true,2952.0,20005.50004005432
CrGk9SDpNHM,MedGemma 4B,few-shot,false,11,231,0,21,true,754.0,14670.700029373169
CrGk9SDpNHM,MedGemma 4B,structured-output,false,11,231,0,21,true,286.4,14670.700029373169
CrGk9SDpNHM,MedGemma 4B,zero-shot,false,13,273,0,21,true,1088.0,17338.100034713745
CrGk9SDpNHM,Phi-4-mini 3.8B Instruct,few-shot,false,12,252,0,21,true,554.0,16004.400032043457
CrGk9SDpNHM,Phi-4-mini 3.8B Instruct,structured-output,false,7,147,0,21,true,330.0,9335.900018692017
CrGk9SDpNHM,Qwen 2.5 3B Instruct,chain-of-thought,false,14,294,0,21,true,970.0,18671.800037384033
CrGk9SDpNHM,Qwen 2.5 3B Instruct,few-shot,false,9,189,0,21,true,674.0,12003.300024032593
CrGk9SDpNHM,Qwen 2.5 3B Instruct,structured-output,false,10,210,0,21,true,0.0,13337.00002670288
CrGk9SDpNHM,Qwen 2.5 3B Instruct,zero-shot,false,13,273,0,21,true,487.4,17338.100034713745
Ct0jllVrFj4,Gemma-SEA-LION v4 4B,few-shot,false,12,192,0,16,true,657.0,27885.60008239746
Ct0jllVrFj4,Gemma-SEA-LION v4 4B,structured-output,false,13,208,0,16,true,1164.0,30209.400089263916
Ct0jllVrFj4,Gemma-SEA-LION v4 4B,zero-shot,false,16,256,0,16,true,7712.4,37180.80010986328
Ct0jllVrFj4,Llama 3.2 3B Instruct,chain-of-thought,false,13,208,0,16,true,10320.0,30209.400089263916
Ct0jllVrFj4,Llama 3.2 3B Instruct,few-shot,false,11,176,0,16,true,397.0,25561.800075531006
Ct0jllVrFj4,Llama 3.2 3B Instruct,structured-output,false,10,160,0,16,true,956.0,23238.00006866455
Ct0jllVrFj4,Llama 3.2 3B Instruct,zero-shot,false,16,256,0,16,true,0.0,37180.80010986328
Ct0jllVrFj4,MedGemma 4B,chain-of-thought,false,16,256,0,16,true,0.0,37180.80010986328
Ct0jllVrFj4,MedGemma 4B,few-shot,false,12,192,0,16,true,891.0,27885.60008239746
Ct0jllVrFj4,MedGemma 4B,structured-output,false,7,112,0,16,true,311.4,16266.600048065186
Ct0jllVrFj4,MedGemma 4B,zero-shot,false,14,224,0,16,true,4360.0,32533.20009613037
Ct0jllVrFj4,Phi-4-mini 3.8B Instruct,few-shot,false,11,176,0,16,true,570.0,25561.800075531006
Ct0jllVrFj4,Phi-4-mini 3.8B Instruct,structured-output,false,11,176,0,16,true,988.2,25561.800075531006
Ct0jllVrFj4,Phi-4-mini 3.8B Instruct,zero-shot,false,14,224,0,16,true,3383.0,32533.20009613037
Ct0jllVrFj4,Qwen 2.5 3B Instruct,chain-of-thought,false,15,240,0,16,true,368.2,34857.000102996826
Ct0jllVrFj4,Qwen 2.5 3B Instruct,few-shot,false,13,208,0,16,true,1447.5,30209.400089263916
Ct0jllVrFj4,Qwen 2.5 3B Instruct,structured-output,false,11,176,0,16,true,665.0,25561.800075531006
CveBqfspTjD,Gemma-SEA-LION v4 4B,chain-of-thought,false,10,140,0,14,true,386.6,7248.000068664551
CveBqfspTjD,Gemma-SEA-LION v4 4B,few-shot,false,10,140,0,14,true,1888.0,7248.000068664551
CveBqfspTjD,Gemma-SEA-LION v4 4B,structured-output,false,6,84,0,14,true,182.1,4348.8000411987305
CveBqfspTjD,Gemma-SEA-LION v4 4B,zero-shot,false,9,126,0,14,true,1444.0,6523.200061798096
CveBqfspTjD,Llama 3.2 3B Instruct,few-shot,false,10,140,0,14,true,1813.0,7248.000068664551
CveBqfspTjD,Llama 3.2 3B Instruct,structured-output,false,7,98,0,14,true,688.0,5073.600048065186
CveBqfspTjD,Llama 3.2 3B Instruct,zero-shot,false,17,238,0,14,true,4227.0,12321.600116729736
CveBqfspTjD,MedGemma 4B,chain-of-thought,false,11,154,0,14,true,580.0,7972.800075531006
CveBqfspTjD,MedGemma 4B,few-shot,false,10,140,0,14,true,810.0,7248.000068664551
CveBqfspTjD,MedGemma 4B,structured-output,false,11,154,0,14,true,526.4,7972.800075531006
CveBqfspTjD,MedGemma 4B,zero-shot,false,11,154,0,14,true,910.0,7972.800075531006
CveBqfspTjD,Phi-4-mini 3.8B Instruct,chain-of-thought,false,9,126,0,14,true,760.0,6523.200061798096
CveBqfspTjD,Phi-4-mini 3.8B Instruct,few-shot,false,12,168,0,14,true,799.0,8697.600082397461
CveBqfspTjD,Phi-4-mini 3.8B Instruct,structured-output,false,5,70,0,14,true,320.5,3624.0000343322754
CveBqfspTjD,Phi-4-mini 3.8B Instruct,zero-shot,false,12,168,0,14,true,785.1,8697.600082397461
CveBqfspTjD,Qwen 2.5 3B Instruct,chain-of-thought,false,10,140,0,14,true,457.4,7248.000068664551
CveBqfspTjD,Qwen 2.5 3B Instruct,few-shot,false,8,112,0,14,true,1123.0,5798.400054931641
CveBqfspTjD,Qwen 2.5 3B Instruct,structured-output,false,11,154,0,14,true,954.0,7972.800075531006
CveBqfspTjD,Qwen 2.5 3B Instruct,zero-shot,false,11,154,0,14,true,745.0,7972.800075531006
CvyhUe2OHtM,Gemma-SEA-LION v4 4B,chain-of-thought,false,10,120,0,12,true,320.0,7101.00004196167
CvyhUe2OHtM,Gemma-SEA-LION v4 4B,few-shot,false,17,204,0,12,true,1452.0,12071.700071334839
CvyhUe2OHtM,Gemma-SEA-LION v4 4B,structured-output,false,9,108,0,12,true,1072.0,6390.900037765503
CvyhUe2OHtM,Gemma-SEA-LION v4 4B,zero-shot,false,20,240,0,12,true,475.1,14202.00008392334
CvyhUe2OHtM,Llama 3.2 3B Instruct,chain-of-thought,false,7,84,0,12,true,261.0,4970.700029373169
CvyhUe2OHtM,Llama 3.2 3B Instruct,few-shot,false,12,144,0,12,true,510.0,8521.200050354004
CvyhUe2OHtM,Llama 3.2 3B Instruct,structured-output,false,10,120,0,12,true,306.0,7101.00004196167
CvyhUe2OHtM,Llama 3.2 3B Instruct,zero-shot,false,11,132,0,12,true,768.8,7811.100046157837
CvyhUe2OHtM,MedGemma 4B,chain-of-thought,false,10,120,0,12,true,698.8,7101.00004196167
CvyhUe2OHtM,MedGemma 4B,few-shot,false,10,120,0,12,true,577.0,7101.00004196167
CvyhUe2OHtM,MedGemma 4B,structured-output,false,10,120,0,12,true,470.0,7101.00004196167
CvyhUe2OHtM,MedGemma 4B,zero-shot,false,11,132,0,12,true,1523.0,7811.100046157837
CvyhUe2OHtM,Phi-4-mini 3.8B Instruct,chain-of-thought,false,12,144,0,12,true,780.6,8521.200050354004
CvyhUe2OHtM,Phi-4-mini 3.8B Instruct,few-shot,false,11,132,0,12,true,1059.0,7811.100046157837
CvyhUe2OHtM,Phi-4-mini 3.8B Instruct,structured-output,false,9,108,0,12,true,439.0,6390.900037765503
CvyhUe2OHtM,Phi-4-mini 3.8B Instruct,zero-shot,false,11,132,0,12,true,701.5,7811.100046157837
CvyhUe2OHtM,Qwen 2.5 3B Instruct,chain-of-thought,false,10,120,0,12,true,466.6,7101.00004196167
CvyhUe2OHtM,Qwen 2.5 3B Instruct,few-shot,false,10,120,0,12,true,682.0,7101.00004196167
CvyhUe2OHtM,Qwen 2.5 3B Instruct,structured-output,false,9,108,0,12,true,257.2,6390.900037765503
CvyhUe2OHtM,Qwen 2.5 3B Instruct,zero-shot,false,11,132,0,12,true,403.0,7811.100046157837
CxReOIZSoIV,Gemma-SEA-LION v4 4B,few-shot,false,9,54,0,6,true,2311.0,15516.90005493164
CxReOIZSoIV,Gemma-SEA-LION v4 4B,structured-output,false,6,36,0,6,true,4406.0,10344.600036621094
CxReOIZSoIV,Gemma-SEA-LION v4 4B,zero-shot,false,8,48,0,6,true,365.0,13792.800048828125
CxReOIZSoIV,Llama 3.2 3B Instruct,chain-of-thought,false,6,36,0,6,true,3575.0,10344.600036621094
CxReOIZSoIV,Llama 3.2 3B Instruct,few-shot,false,8,48,0,6,true,1124.0,13792.800048828125
CxReOIZSoIV,Llama 3.2 3B Instruct,structured-output,false,5,30,0,6,true,3337.0,8620.500030517578
CxReOIZSoIV,Llama 3.2 3B Instruct,zero-shot,false,7,42,0,6,true,2375.0,12068.70004272461
CxReOIZSoIV,MedGemma 4B,chain-of-thought,false,7,42,0,6,true,1298.0,12068.70004272461
CxReOIZSoIV,MedGemma 4B,few-shot,false,6,36,0,6,true,816.0,10344.600036621094
CxReOIZSoIV,MedGemma 4B,structured-output,false,7,42,0,6,true,1530.0,12068.70004272461
CxReOIZSoIV,Phi-4-mini 3.8B Instruct,chain-of-thought,false,6,36,0,6,true,840.0,10344.600036621094
CxReOIZSoIV,Phi-4-mini 3.8B Instruct,few-shot,false,7,42,0,6,true,1683.0,12068.70004272461
CxReOIZSoIV,Phi-4-mini 3.8B Instruct,structured-output,false,7,42,0,6,true,575.0,12068.70004272461
